ア、,2,2,9000,フィラー,*,*,*,*,*,ア、,ア,ア
アー、,2,2,9000,フィラー,*,*,*,*,*,アー、,アー,アー
アー…,2,2,9000,フィラー,*,*,*,*,*,アー、,アー,アー
イ、,2,2,9000,フィラー,*,*,*,*,*,イ、,イ,イ
ウ、,2,2,9000,フィラー,*,*,*,*,*,ウ、,ウ,ウ
ウェー,2,2,16000,フィラー,*,*,*,*,*,ウェー、,ウェー,ウェー
エー、,2,2,9000,フィラー,*,*,*,*,*,エー、,エー,エー
エー…,2,2,9000,フィラー,*,*,*,*,*,エー、,エー,エー
エート、,2,2,9000,フィラー,*,*,*,*,*,エート、,エート,エート
エート,2,2,15000,フィラー,*,*,*,*,*,エート、,エート,エート
オ、,2,2,9000,フィラー,*,*,*,*,*,オ、,オ,オ
グ、,2,2,9000,フィラー,*,*,*,*,*,グ、,グ,グ
ス、,2,2,9000,フィラー,*,*,*,*,*,ス、,ス,ス
ニ、,2,2,9000,フィラー,*,*,*,*,*,ニ、,ニ,ニ
ハ、,2,2,9000,フィラー,*,*,*,*,*,ハ、,ハ,ハ
バ、,2,2,9000,フィラー,*,*,*,*,*,バ、,バ,バ
ヨ、,2,2,9000,フィラー,*,*,*,*,*,ヨ、,ヨ,ヨ
アバ、,2,2,9000,フィラー,*,*,*,*,*,アバ、,アバ,アバ
プーレク宿原,1288,1288,100,名詞,固有名詞,一般,*,*,*,プーレク宿原,ハラジュククレープ,ハラジュククレープ,店名,
フラ・ダ・リ,1288,1288,2000,名詞,固有名詞,一般,*,*,*,フラ・ダ・リ,フラダリ,フラダリ,店名,
ヤバイ・オオキイ,1288,1288,100,名詞,固有名詞,一般,*,*,*,ヤバイ・オオキイ,ヤバイオオキイ,ヤバイオオキイ,店名,
ヤング・オモシロイ,1288,1288,100,名詞,固有名詞,一般,*,*,*,ヤング・オモシロイ,ヤングオモシロイ,ヤングオモシロイ,店名,
ワーンコ楼,1288,1288,4000,名詞,固有名詞,一般,*,*,*,ワーンコ楼,ワーンコロウ,ワーンコロウ,店名,
ワニスシ,1288,1288,6000,名詞,固有名詞,一般,*,*,*,ワニスシ,ワニスシ,ワニスシ,店名,
ワンダースシ,1288,1288,2000,名詞,固有名詞,一般,*,*,*,ワンダースシ,ワンダースシ,ワンダースシ,店名,
オハナ,1288,1288,9000,名詞,固有名詞,一般,*,*,*,オハナ,オハナ,オハナ,動物の名前,
タロウイチ,1288,1288,1000,名詞,固有名詞,一般,*,*,*,タロウイチ,タロウイチ,タロウイチ,動物の名前,
モウタロウ,1288,1288,2000,名詞,固有名詞,一般,*,*,*,モウタロウ,モウタロウ,モウタロウ,動物の名前,
モウタローウ,1288,1288,2000,名詞,固有名詞,一般,*,*,*,モウタローウ,モウタローウ,モウタローウ,動物の名前,
ジッポライター,1288,1288,1000,名詞,固有名詞,一般,*,*,*,ジッポライター,ジッポライター,ジッポライター,道具,
ジュットク・ベンリ,1288,1288,100,名詞,固有名詞,一般,*,*,*,ジュットク・ベンリ,ジュットクベンリ,ジュットクベンリ,道具,
ガイオンシティニューズメント,1288,1288,100,名詞,固有名詞,一般,*,*,*,ガイオンシティニューズメント,ガイオンシティニューズメント,ガイオンシティニューズメント,番組,
BT-X,1288,1288,1000,名詞,固有名詞,一般,*,*,*,BT-X,ビーティーエックス,ビーティーエックス,武器,
YoTH,1288,1288,100,名詞,固有名詞,一般,*,*,*,YoTH,ヤリオブザハント,ヤリオブザハント,武器,
イキツモドリ,1288,1288,2000,名詞,固有名詞,一般,*,*,*,イキツモドリ,イキツモドリ,イキツモドリ,武器,
ウバステ,1288,1288,1000,名詞,固有名詞,一般,*,*,*,ウバステ,ウバステ,ウバステ,武器,
カロウシ,1288,1288,1000,名詞,固有名詞,一般,*,*,*,カロウシ,カロウシ,カロウシ,武器,
クロックブレード,1288,1288,1000,名詞,固有名詞,一般,*,*,*,クロックブレード,クロックブレード,クロックブレード,武器,
サイサムライケン,1288,1288,100,名詞,固有名詞,一般,*,*,*,サイサムライケン,サイサムライケン,サイサムライケン,武器,
ザオ・ケン,1288,1288,3000,名詞,固有名詞,一般,*,*,*,ザオ・ケン,ザオケン,ザオケン,武器,
シラクモ,1288,1288,6000,名詞,固有名詞,一般,*,*,*,シラクモ,シラクモ,シラクモ,武器,
スラッシュ・ナックルダスター,1288,1288,1000,名詞,固有名詞,一般,*,*,*,スラッシュ・ナックルダスター,スラッシュナックルダスター,スラッシュナックルダスター,武器,
ツーハンデッド・カタナブレードツルギ,1288,1288,100,名詞,固有名詞,一般,*,*,*,ツーハンデッド・カタナブレードツルギ,ツーハンデッドカタナブレードツルギ,ツーハンデッドカタナブレードツルギ,武器,
ツラナイテタオス,1288,1288,100,名詞,固有名詞,一般,*,*,*,ツラナイテタオス,ツラナイテタオス,ツラナイテタオス,武器,
ツルギバキ,1288,1288,4000,名詞,固有名詞,一般,*,*,*,ツルギバキ,ツルギバキ,ツルギバキ,武器,
トバシ・ケン,1288,1288,1000,名詞,固有名詞,一般,*,*,*,トバシ・ケン,トバシケン,トバシケン,武器,
ナンバン,1288,1288,1000,名詞,固有名詞,一般,*,*,*,ナンバン,ナンバン,ナンバン,武器,
ノダチ・ケン・カタナ,1288,1288,100,名詞,固有名詞,一般,*,*,*,ノダチ・ケン・カタナ,ノダチケンカタナ,ノダチケンカタナ,武器,
バスタード・カタナブレードツルギ,1288,1288,100,名詞,固有名詞,一般,*,*,*,バスタード・カタナブレードツルギ,バスタードカタナブレードツルギ,バスタードカタナブレードツルギ,武器,
ヒート・ケン,1288,1288,4000,名詞,固有名詞,一般,*,*,*,ヒート・ケン,ヒートケン,ヒートケン,武器,
ヘビ・ケン,1288,1288,3000,名詞,固有名詞,一般,*,*,*,ヘビ・ケン,ヘビケン,ヘビケン,武器,
マストダイ・ブレイド,1288,1288,100,名詞,固有名詞,一般,*,*,*,マストダイ・ブレイド,マストダイブレイド,マストダイブレイド,武器,
マンティス・カマ,1288,1288,1000,名詞,固有名詞,一般,*,*,*,マンティス・カマ,マンティスカマ,マンティスカマ,武器,
ヤリ・オブ・ザ・ハント,1288,1288,100,名詞,固有名詞,一般,*,*,*,ヤリ・オブ・ザ・ハント,ヤリオブザハント,ヤリオブザハント,武器,
円盤刃ジャマダハル,1288,1288,1000,名詞,固有名詞,一般,*,*,*,円盤刃ジャマダハル,エンバンジンジャマダハル,エンバンジンジャマダハル,武器,
イロコイ,1288,1288,6000,名詞,固有名詞,一般,*,*,*,イロコイ,イロコイ,イロコイ,兵器,
バンザイ・ニューク,1288,1288,100,名詞,固有名詞,一般,*,*,*,バンザイ・ニューク,バンザイニューク,バンザイニューク,兵器,
ブツメツ・ミサイル,1288,1288,1000,名詞,固有名詞,一般,*,*,*,ブツメツ・ミサイル,ブツメツミサイル,ブツメツミサイル,兵器,
ZBR,1288,1288,3000,名詞,固有名詞,一般,*,*,*,ZBR,ズバリ,ズバリ,薬物,
ＺＢＲ,1288,1288,3000,名詞,固有名詞,一般,*,*,*,ZBR,ズバリ,ズバリ,薬物,
コブラZ,1288,1288,3000,名詞,固有名詞,一般,*,*,*,コブラZ,コブラゼット,コブラゼット,薬物,
ザゼン,1288,1288,3000,名詞,固有名詞,一般,*,*,*,ザゼン,ザゼン,ザゼン,薬物,
シャカリキ,1288,1288,3000,名詞,固有名詞,一般,*,*,*,シャカリキ,シャカリキ,シャカリキ,薬物,
シャカリキ・タブレット,1288,1288,100,名詞,固有名詞,一般,*,*,*,シャカリキ・タブレット,シャカリキタブレット,シャカリキタブレット,薬物,
ズバリ,1288,1288,3000,名詞,固有名詞,一般,*,*,*,ZBR,ズバリ,ズバリ,薬物,
タノシイドリンク,1288,1288,100,名詞,固有名詞,一般,*,*,*,タノシイドリンク,タノシイドリンク,タノシイドリンク,薬物,
チャンコ072,1288,1288,100,名詞,固有名詞,一般,*,*,*,チャンコ072,チャンコゼロナナニ,チャンコゼロナナニ,薬物,
チューイング・ズバリ,1288,1288,100,名詞,固有名詞,一般,*,*,*,チューイング・ズバリ,チューイングズバリ,チューイングズバリ,薬物,
バリキ,1288,1288,4000,名詞,固有名詞,一般,*,*,*,バリキ,バリキ,バリキ,薬物,
メン・タイ,1288,1288,1000,名詞,固有名詞,一般,*,*,*,メン・タイ,メンタイ,メンタイ,薬物,
エジャナイザ踊り,1288,1288,100,名詞,固有名詞,一般,*,*,*,エジャナイザ踊り,エジャナイザオドリ,エジャナイザオドリ,踊り,
スズキ・マトリックス,1288,1288,100,名詞,固有名詞,一般,*,*,*,スズキ・マトリックス,スズキマトリックス,スズキマトリックス,理論,
DHNJSP,1288,1288,100,名詞,固有名詞,一般,*,*,*,ダイハードニンジャスレイヤーポイント,ダイハードニンジャスレイヤーポイント,ダイハードニンジャスレイヤーポイント,,
NSEDTAD,1288,1288,100,名詞,固有名詞,一般,*,*,*,ninja slayer episode dokusya touhyou atsumeru do,ニンジャスレイヤーエピソードドクシャトウヒョウアツメルドゥー,ニンジャスレイヤーエピソードドクシャトウヒョウアツメルドゥー,,
アンドロメダ,1288,1288,3000,名詞,固有名詞,一般,*,*,*,アンドロメダ,アンドロメダ,アンドロメダ,,
ガイア,1288,1288,9000,名詞,固有名詞,一般,*,*,*,ガイア,ガイア,ガイア,,
ソウル被検体NSR-U057,1288,1288,1000,名詞,固有名詞,一般,*,*,*,ソウル被検体NSR-U057,ソウルヒケンタイエヌエスアールユーゼロゴーナナ,ソウルヒケンタイエヌエスアールユーゼロゴーナナ,,
タイサ・ノート,1288,1288,1000,名詞,固有名詞,一般,*,*,*,タイサ・ノート,タイサノート,タイサノート,,
タカシマダ・オイラン,1288,1288,100,名詞,固有名詞,一般,*,*,*,タカシマダ・オイラン,タカシマダオイラン,タカシマダオイラン,,
ハンカバ・カブキ,1288,1288,1000,名詞,固有名詞,一般,*,*,*,ハンカバ・カブキ,ハンカバカブキ,ハンカバカブキ,,
ハンセイ・アルケイン・チェイン,1288,1288,100,名詞,固有名詞,一般,*,*,*,ハンセイ・アルケイン・チェイン,ハンセイアルケインチェイン,ハンセイアルケインチェイン,,
ペルセウス,1288,1288,3000,名詞,固有名詞,一般,*,*,*,ペルセウス,ペルセウス,ペルセウス,,
マサイ族,1288,1288,1000,名詞,固有名詞,一般,*,*,*,マサイ族,マサイゾク,マサイゾク,,
モンキーマン,1288,1288,3000,名詞,固有名詞,一般,*,*,*,モンキーマン,モンキーマン,モンキーマン,,
忍殺,1288,1288,3000,名詞,固有名詞,一般,*,*,*,忍殺,ニンサツ,ニンサツ,,
古代ローマ,1294,1294,2000,名詞,固有名詞,地域,国,*,*,古代ローマ,コダイローマ,コダイローマ,実在の地名,
バビロン,1293,1293,6000,名詞,固有名詞,地域,一般,*,*,バビロン,バビロン,バビロン,実在の地名,
アステカ,1294,1294,2000,名詞,固有名詞,地域,国,*,*,アステカ,アステカ,アステカ,実在の地名,
マチュピチュ,1293,1293,2000,名詞,固有名詞,地域,一般,*,*,マチュピチュ,マチュピチュ,マチュピチュ,実在の地名,
カッパドキア,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,カッパドキア,カッパドキア,カッパドキア,実在の地名,
ゴルゴダ,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,ゴルゴダ,ゴルゴダ,ゴルゴダ,実在の地名,
ロッキード山脈,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ロッキード山脈,ロッキードサンミャク,ロッキードサンミャク,実在の地名,
サルガッソー,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,サルガッソー,サルガッソー,サルガッソー,実在の地名,
死海,1293,1293,16000,名詞,固有名詞,地域,一般,*,*,死海,シカイ,シカイ,実在の地名,
アノヨ,1293,1293,9000,名詞,固有名詞,地域,一般,*,*,アノヨ,アノヨ,アノヨ,異界,
アビ・インフェルノ・ジゴク,1293,1293,100,名詞,固有名詞,地域,一般,*,*,アビ・インフェルノ・ジゴク,アビインフェルノジゴク,アビインフェルノジゴク,異界,
アビス,1293,1293,9000,名詞,固有名詞,地域,一般,*,*,アビス,アビス,アビス,異界,
ヴァルハラ,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,ヴァルハラ,ヴァルハラ,ヴァルハラ,異界,
オヒガン,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,オヒガン,オヒガン,オヒガン,異界,
サンズ・リヴァー,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,サンズ・リヴァー,サンズリヴァー,サンズリヴァー,異界,
サンズ・リバー,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,サンズ・リバー,サンズリバー,サンズリバー,異界,
サンズリバー,1293,1293,2000,名詞,固有名詞,地域,一般,*,*,サンズリバー,サンズリバー,サンズリバー,異界,
ジゴク,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,ジゴク,ジゴク,ジゴク,異界,
ナラク・アビス,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ナラク・アビス,ナラクアビス,ナラクアビス,異界,
ヘル・オン・アース,1293,1293,4000,名詞,固有名詞,地域,一般,*,*,ヘル・オン・アース,ヘルオンアース,ヘルオンアース,異界,
天狗の国,1294,1294,2000,名詞,固有名詞,地域,国,*,*,天狗の国,テングノクニ,テングノクニ,異界,
キョート,1294,1294,5000,名詞,固有名詞,地域,国,*,*,キョート,キョート,キョート,国,
キョート・リパブリック,1294,1294,100,名詞,固有名詞,地域,国,*,*,キョート・リパブリック,キョートリパブリック,キョートリパブリック,国,
キョートリパブリック,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,キョートリパブリック,キョートリパブリック,キョートリパブリック,国,
キョート共和国,1294,1294,1000,名詞,固有名詞,地域,国,*,*,キョート共和国,キョートキョウワコク,キョートキョウワコク,国,
アウターガイオン,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,アウターガイオン,アウターガイオン,アウターガイオン,地方,
アバシリ,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,アバシリ,アバシリ,アバシリ,地方,
ウェイストライド,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ウェイストランド,ウェイストライド,ウェイストライド,地方,表記揺れ
ウェイストランド,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ウェイストランド,ウェイストランド,ウェイストランド,地方,
オキナワ,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,オキナワ,オキナワ,オキナワ,地方,
キョート・ワイルダネス,1293,1293,100,名詞,固有名詞,地域,一般,*,*,キョート・ワイルダネス,キョートワイルダネス,キョートワイルダネス,地方,
サイタマ,1293,1293,6000,名詞,固有名詞,地域,一般,*,*,サイタマ,サイタマ,サイタマ,地方,
ドサンコ,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,ドサンコ,ドサンコ,ドサンコ,地方,
ドサンコ・ウェイストランド,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ドサンコ・ウェイストランド,ドサンコウェイストランド,ドサンコウェイストランド,地方,
ペルシア,1293,1293,6000,名詞,固有名詞,地域,一般,*,*,ペルシア,ペルシア,ペルシア,地方,
マヤ,1293,1293,16000,名詞,固有名詞,地域,一般,*,*,マヤ,マヤ,マヤ,地方,
中国地方,1293,1293,2000,名詞,固有名詞,地域,一般,*,*,中国地方,チュウゴクチホウ,チュウゴクチホウ,地方,
アレクサンドロス,1293,1293,2000,名詞,固有名詞,地域,一般,*,*,アレクサンドロス,アレクサンドロス,アレクサンドロス,都市,
エド,1293,1293,16000,名詞,固有名詞,地域,一般,*,*,エド,エド,エド,都市,
ガイオン,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,ガイオン,ガイオン,ガイオン,都市,
ゴモラ,1293,1293,9000,名詞,固有名詞,地域,一般,*,*,ゴモラ,ゴモラ,ゴモラ,都市,
ソドム,1293,1293,9000,名詞,固有名詞,地域,一般,*,*,ソドム,ソドム,ソドム,都市,
ネイサイタマ,1293,1293,4000,名詞,固有名詞,地域,一般,*,*,ネイサイタマ,ネイサイタマ,ネイサイタマ,都市,表記揺れ
ネオサイタマ,1293,1293,4000,名詞,固有名詞,地域,一般,*,*,ネオサイタマ,ネオサイタマ,ネオサイタマ,都市,
ネオサイタマシティ,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ネオサイタマシティ,ネオサイタマシティ,ネオサイタマシティ,都市,
ヒカリ＝サン・シンガク学園都市,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ヒカリ＝サン・シンガク学園都市,ヒカリサンシンガクガクエントシ,ヒカリサンシンガクガクエントシ,都市,
アッパーガイオン,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,アッパーガイオン,アッパーガイオン,アッパーガイオン,地区,
アメハダ,1293,1293,6000,名詞,固有名詞,地域,一般,*,*,アメハダ,アメハダ,アメハダ,地区,
アラクサマ,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,アラクサマ,アラクサマ,アラクサマ,地区,
アンダーガイオン,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,アンダーガイオン,アンダーガイオン,アンダーガイオン,地区,
オオヌギ,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,オオヌギ,オオヌギ,オオヌギ,地区,
オオヌギ・ジャンク・クラスターヤード,1293,1293,100,名詞,固有名詞,地域,一般,*,*,オオヌギ・ジャンク・クラスターヤード,オオヌギジャンククラスターヤード,オオヌギジャンククラスターヤード,地区,
オハナ・バロウ,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,オハナ・バロウ,オハナバロウ,オハナバロウ,地区,
カスガ,1293,1293,9000,名詞,固有名詞,地域,一般,*,*,カスガ,カスガ,カスガ,地区,
カスミガセキ,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,カスミガセキ,カスミガセキ,カスミガセキ,地区,
カネモチ・ディストリクト,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,カネモチ・ディストリクト,カネモチディストリクト,カネモチディストリクト,地区,
カブキチョ,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,カブキチョ,カブキチョ,カブキチョ,地区,
ゲイシャ・ディストリクト,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ゲイシャ・ディストリクト,ゲイシャディストリクト,ゲイシャディストリクト,地区,
コケシエリア,1293,1293,2000,名詞,固有名詞,地域,一般,*,*,コケシエリア,コケシエリア,コケシエリア,地区,
コメダ,1293,1293,9000,名詞,固有名詞,地域,一般,*,*,コメダ,コメダ,コメダ,地区,
ツキジ,1293,1293,4000,名詞,固有名詞,地域,一般,*,*,ツキジ,ツキジ,ツキジ,地区,
トコシマ,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,トコシマ,トコシマ,トコシマ,地区,
トコロザワ,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,トコロザワ,トコロザワ,トコロザワ,地区,
ニチョーム,1293,1293,4000,名詞,固有名詞,地域,一般,*,*,ニチョーム,ニチョーム,ニチョーム,地区,
ネオ・カブキチョ,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ネオカブキチョ,ネオカブキチョ,ネオカブキチョ,地区,
ネオ・ロポンギ,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ネオ・ロポンギ,ネオロポンギ,ネオロポンギ,地区,
ネオカブキチョ,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ネオカブキチョ,ネオカブキチョ,ネオカブキチョ,地区,
ネオサイタマ・ジャンクヤード,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ネオサイタマ・ジャンクヤード,ネオサイタマジャンクヤード,ネオサイタマジャンクヤード,地区,
ノビドメ,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,ノビドメ,ノビドメ,ノビドメ,地区,
フルタマ・プロジェクト,1293,1293,100,名詞,固有名詞,地域,一般,*,*,フルタマ・プロジェクト,フルタマプロジェクト,フルタマプロジェクト,地区,
マルノウチ,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,マルノウチ,マルノウチ,マルノウチ,地区,
リョウゴク,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,リョウゴク,リョウゴク,リョウゴク,地区,
ロッポンギ,1293,1293,4000,名詞,固有名詞,地域,一般,*,*,ロッポンギ,ロッポンギ,ロッポンギ,地区,
アマザケ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,アマザケ・ストリート,アマザケストリート,アマザケストリート,通り・ストリート,
エンガワ・ストリート,1293,1293,2000,名詞,固有名詞,地域,一般,*,*,エンガワストリート,エンガワストリート,エンガワストリート,通り・ストリート,
オカンノン通り,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,オカンノン通り,オカンノンドオリ,オカンノンドオリ,通り・ストリート,
オミヤゲ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,オミヤゲ・ストリート,オミヤゲストリート,オミヤゲストリート,通り・ストリート,
オミヤゲストリート,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,オミヤゲストリート,オミヤゲストリート,オミヤゲストリート,通り・ストリート,
カミオンナ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,カミオンナ・ストリート,カミオンナストリート,カミオンナストリート,通り・ストリート,
キバレ・ストリート,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,キバレ・ストリート,キバレストリート,キバレストリート,通り・ストリート,
ギョクヤマ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ギョクヤマ・ストリート,ギョクヤマストリート,ギョクヤマストリート,通り・ストリート,
コメダ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,コメダ・ストリート,コメダストリート,コメダストリート,通り・ストリート,
シナキ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,シナキ・ストリート,シナキストリート,シナキストリート,通り・ストリート,
ジョチダ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ジョチダ・ストリート,ジョチダストリート,ジョチダストリート,通り・ストリート,
スノマ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,スノマ・ストリート,スノマストリート,スノマストリート,通り・ストリート,
ダイヌンガ小道,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ダイヌンガ小道,ダイヌンガコミチ,ダイヌンガコミチ,通り・ストリート,
タッコウ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,タッコウ・ストリート,タッコウストリート,タッコウストリート,通り・ストリート,
チョイチョイ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,チョイチョイ・ストリート,チョイチョイストリート,チョイチョイストリート,通り・ストリート,
テモダマ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,テモダマ・ストリート,テモダマストリート,テモダマストリート,通り・ストリート,
デンチ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,デンチ・ストリート,デンチストリート,デンチストリート,通り・ストリート,
トミモト・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,トミモト・ストリート,トミモトストリート,トミモトストリート,通り・ストリート,
ドラゴン・ヒスイ・クダル・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ドラゴン・ヒスイ・クダル・ストリート,ドラゴンヒスイクダルストリート,ドラゴンヒスイクダルストリート,通り・ストリート,
ドンブリ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ドンブリ・ストリート,ドンブリストリート,ドンブリストリート,通り・ストリート,
ナバケ・ストリート,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ナバケ・ストリート,ナバケストリート,ナバケストリート,通り・ストリート,
ニギミ・ストリート,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ニギミ・ストリート,ニギミストリート,ニギミストリート,通り・ストリート,
ニチョーム・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ニチョーム・ストリート,ニチョームストリート,ニチョームストリート,通り・ストリート,
ネオ・オテモサンドー,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ネオ・オテモサンドー,ネオオテモサンドー,ネオオテモサンドー,通り・ストリート,
ヒスイ・クダル・ストリート,1293,1293,500,名詞,固有名詞,地域,一般,*,*,ヒスイ・クダル・ストリート,ヒスイクダルストリート,ヒスイクダルストリート,通り・ストリート,
フォンタマ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,フォンタマ・ストリート,フォンタマストリート,フォンタマストリート,通り・ストリート,
ムコウミズ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ムコウミズ・ストリート,ムコウミズストリート,ムコウミズストリート,通り・ストリート,
モンチ通り,1293,1293,4000,名詞,固有名詞,地域,一般,*,*,モンチ通り,モンチドオリ,モンチドオリ,通り・ストリート,
ヤカタバンナ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ヤカタバンナ・ストリート,ヤカタバンナストリート,ヤカタバンナストリート,通り・ストリート,
ヤガネ・ストリート,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ヤガネ・ストリート,ヤガネストリート,ヤガネストリート,通り・ストリート,
ヤメチャシ・ウォーク,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,ヤメチャシ・ウォーク,ヤメチャシウォーク,ヤメチャシウォーク,通り・ストリート,
ヨコチョストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ヨコチョストリート,ヨコチョストリート,ヨコチョストリート,通り・ストリート,
リョウゴク・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,リョウゴク・ストリート,リョウゴクストリート,リョウゴクストリート,通り・ストリート,
ワラビ・ストリート,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ワラビ・ストリート,ワラビストリート,ワラビストリート,通り・ストリート,
アヤセ・ジャンクション,1293,1293,100,名詞,固有名詞,地域,一般,*,*,アヤセ・ジャンクション,アヤセジャンクション,アヤセジャンクション,ジャンクション,
チョンチョンジ・ジャンクション,1293,1293,100,名詞,固有名詞,地域,一般,*,*,チョンチョンジ・ジャンクション,チョンチョンジジャンクション,チョンチョンジジャンクション,ジャンクション,
ソリマチ・ハイウェイ,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ソリマチ・ハイウェイ,ソリマチハイウェイ,ソリマチハイウェイ,ハイウェイ,
パンキチ・ハイウェイ,1293,1293,100,名詞,固有名詞,地域,一般,*,*,パンキチ・ハイウェイ,パンキチハイウェイ,パンキチハイウェイ,ハイウェイ,
ワンダラス,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,ワンダラス,ワンダラス,ワンダラス,町,
オタカラ,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,オタカラ,オタカラ,オタカラ,村,
カナリーヴィル,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,カナリーヴィル,カナリーヴィル,カナリーヴィル,村,
トットリ,1293,1293,5000,名詞,固有名詞,地域,一般,*,*,トットリ,トットリ,トットリ,村,
トットリーヴィル,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,トットリーヴィル,トットリーヴィル,トットリーヴィル,村,
タマチャン・ジャングル,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,タマチャン・ジャングル,タマチャンジャングル,タマチャンジャングル,ジャングル,
バイオパイン地帯,1293,1293,1000,名詞,固有名詞,地域,一般,*,*,バイオパイン地帯,バイオパインチタイ,バイオパインチタイ,ジャングル,
ツキジ・ダンジョン,1293,1293,100,名詞,固有名詞,地域,一般,*,*,ツキジ・ダンジョン,ツキジダンジョン,ツキジダンジョン,ダンジョン,
スガモ,1293,1293,9000,名詞,固有名詞,地域,一般,*,*,スガモ,スガモ,スガモ,建物・施設,
セキバハラ,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,セキバハラ,セキバハラ,セキバハラ,戦場,
バトルフィールド・セキバハラ,1293,1293,100,名詞,固有名詞,地域,一般,*,*,バトルフィールド・セキバハラ,バトルフィールドセキバハラ,バトルフィールドセキバハラ,戦場,
琵琶湖,1293,1293,3000,名詞,固有名詞,地域,一般,*,*,琵琶湖,ビワコ,ビワコ,湖,
